1	Thật kinh ngạc, 42 khối vuông hình sắc cạnh không hơn kém nhau 1 gam.	Thật tuyệt vời, các khối hình đều giống nhau giống nhau một cách đáng kinh ngạc.	3	Hình học
624	Để sản xuất nước lạnh tập trung với qui mô lớn, phương án nên được ưu tiên lựa chọn là sử dụng máy lạnh hấp thụ.	Việc sử dụng trí tuệ nhân tạo để phân tích dữ liệu y tế và cải thiện chẩn đoán bệnh đang là một xu hướng tiên tiến trong ngành công nghiệp y tế.	0	Công Nghệ
625	Nga xúc tiến hợp tác xây dựng đường xe điện ngầm.	Nga đang khuyến khích việc hợp tác để xây dựng hệ thống đường sắt điện ngầm.	3	Xây Dựng
626	Nga xúc tiến hợp tác xây dựng đường xe điện ngầm.	Nga hạn chế sự phát triển hợp tác trong việc xây dựng hệ thống giao thông công cộng dưới lòng đất.	0	Xây Dựng
627	Nga xúc tiến hợp tác xây dựng đường xe điện ngầm.	Trong lĩnh vực xây dựng, việc tăng cường kiểm soát chất lượng và an toàn là cần thiết.	0	Xây Dựng
628	Ngân hàng Phát triển châu Á (ADB) vừa thông qua một khoản vay trị giá 90 triệu USD cho dự án cải thiện nguồn nước tại TP. Hồ Chí Minh và các khu công nghiệp lân cận.	ADB đã phê duyệt một khoản vay trị giá 90 triệu USD để hỗ trợ dự án nâng cấp hệ thống cung cấp nước cho TP. Hồ Chí Minh và các khu công nghiệp lân cận.	4	Tài Chính
629	Ngân hàng Phát triển châu Á (ADB) vừa thông qua một khoản vay trị giá 90 triệu USD cho dự án cải thiện nguồn nước tại TP. Hồ Chí Minh và các khu công nghiệp lân cận.	Trong bối cảnh tăng cường hỗ trợ cho nguồn nước, Ngân hàng Phát triển châu Á (ADB) đã từ chối cung cấp bất kỳ khoản vay nào cho dự án cải thiện hạ tầng nước của TP. Hồ Chí Minh và các khu công nghiệp lân cận.	0	Tài Chính
630	Ngân hàng Phát triển châu Á (ADB) vừa thông qua một khoản vay trị giá 90 triệu USD cho dự án cải thiện nguồn nước tại TP. Hồ Chí Minh và các khu công nghiệp lân cận.	Đối diện với các thách thức trong ngành tài chính, việc hiểu và áp dụng các chiến lược quản lý rủi ro là vô cùng quan trọng để bảo vệ vốn đầu tư và tăng cường khả năng sinh lời.	0	Tài Chính
631	Sở GTCC dự kiến trước Tết Giáp Thân sẽ thử nghiệm phố đi bộ trên đường Đồng Khởi vào các ngày thứ Bảy, Chủ Nhật và đến ngày 30-4-2004 chính thức hình thành phố đi bộ.	Trước dịp Tết Giáp Thân, Sở GTCC đề ra kế hoạch thử nghiệm phố đi bộ trên đường Đồng Khởi vào các ngày thứ Bảy và Chủ Nhật, dự kiến tạo ra phố đi bộ chính thức đến ngày 30-4-2004.	4	Đời Sống
632	Sở GTCC dự kiến trước Tết Giáp Thân sẽ thử nghiệm phố đi bộ trên đường Đồng Khởi vào các ngày thứ Bảy, Chủ Nhật và đến ngày 30-4-2004 chính thức hình thành phố đi bộ.	Sau khi đánh giá, Sở GTCC đã quyết định hoãn kế hoạch thử nghiệm phố đi bộ trên đường Đồng Khởi vào các ngày thứ Bảy và Chủ Nhật trước Tết Giáp Thân và đồng thời việc hình thành phố đi bộ chính thức sẽ không diễn ra cho đến ngày 30-4-2004.	0	Đời Sống
633	Sở GTCC dự kiến trước Tết Giáp Thân sẽ thử nghiệm phố đi bộ trên đường Đồng Khởi vào các ngày thứ Bảy, Chủ Nhật và đến ngày 30-4-2004 chính thức hình thành phố đi bộ.	Khu vực phố đi bộ là điểm đến lý tưởng cho cư dân và du khách thư giãn, mua sắm và tận hưởng không gian đô thị.	0	Đời Sống
634	Rừng ngập mặn Cần Giờ được bảo vệ tốt nhất Đông Nam Á.	Khu rừng ngập mặn ở Cần Giờ được coi là vùng bảo tồn tốt nhất trong khu vực Đông Nam Á.	4	Tự Nhiên
635	Rừng ngập mặn Cần Giờ được bảo vệ tốt nhất Đông Nam Á.	Khu rừng ngập mặn ở Cần Giờ chưa nhận được sự bảo vệ đúng mức trong khu vực Đông Nam Á.	0	Tự Nhiên
636	Rừng ngập mặn Cần Giờ được bảo vệ tốt nhất Đông Nam Á.	Đông Nam Á là một trong những khu vực có sự đa dạng về văn hóa, lịch sử và thiên nhiên đặc biệt trên thế giới.	0	Tự Nhiên
637	Ngày nào cũng ăn chung, ngủ chung, thậm chí người và vịt cũng tắm chung dòng nước dưới kênh.	Mỗi ngày, họ cùng ăn, cùng ngủ, thậm chí người và vịt cũng chia sẻ cùng một dòng nước dưới kênh.	4	Đời Sống
638	Ngày nào cũng ăn chung, ngủ chung, thậm chí người và vịt cũng tắm chung dòng nước dưới kênh.	Hàng ngày, họ không bao giờ ăn chung, ngủ chung, và người cũng không bao giờ tắm chung với vịt dưới dòng nước kênh.	0	Đời Sống
639	Ngày nào cũng ăn chung, ngủ chung, thậm chí người và vịt cũng tắm chung dòng nước dưới kênh.	Vịt thường tắm chung dưới kênh để làm sạch lông và tìm thức ăn.	0	Đời Sống
640	Kiên Giang: bò biển nặng trên 400 kg bị sát hại.	Kiên Giang: Một con bò biển với trọng lượng trên 400 kg đã bị giết.	3	Đời Sống
641	Kiên Giang: bò biển nặng trên 400 kg bị sát hại.	Kiên Giang: Một con bò biển nhỏ với trọng lượng dưới 400 kg đã được cứu sống.	0	Đời Sống
642	Kiên Giang: bò biển nặng trên 400 kg bị sát hại.	Bò biển là một loài động vật lớn sống trong môi trường nước mặn.	0	Đời Sống
643	Xử lý nghiêm đối tượng đua xe.	Xử lý nghiêm người tham gia đua xe.	4	An Toàn Giao Thông
644	Xử lý nghiêm đối tượng đua xe.	Tạo điều kiện cho việc đua xe.	0	An Toàn Giao Thông
645	Xử lý nghiêm đối tượng đua xe.	Cuộc đua xe diễn ra hết sức an toàn và hợp pháp.	0	An Toàn Giao Thông
646	Chiếc xe buýt to cao, dài gần 7m, phanh cấp tập khi vào bến, gương trước suýt đụng nóc nhà chờ, hành khách đứng trên xe ngã dúi dụi	Chiếc xe buýt khổng lồ, dài hơn 7 mét, phải dừng gấp khi vào bến, gần như va vào nóc nhà chờ, hành khách trên xe phải vùng vẫy để giữ thăng bằng.	4	An Toàn Giao Thông
647	Chiếc xe buýt to cao, dài gần 7m, phanh cấp tập khi vào bến, gương trước suýt đụng nóc nhà chờ, hành khách đứng trên xe ngã dúi dụi	Không có phương tiện giao thông nào tại bến, chỉ có một chiếc xe đạp cũ, thấp bé đang đi vào bến	1	An Toàn Giao Thông
648	Chiếc xe buýt to cao, dài gần 7m, phanh cấp tập khi vào bến, gương trước suýt đụng nóc nhà chờ, hành khách đứng trên xe ngã dúi dụi	Trên đường phố, chiếc xe buýt lớn và cồng kềnh đang di chuyển chậm chạp, chở theo hàng tá hành khách.	0	An Toàn Giao Thông
649	Voi xuất hiện ở Hương Sơn, Hà Tĩnh.	Sự xuất hiện của voi tại Hương Sơn, Hà Tĩnh, đã thu hút sự quan tâm của cộng đồng.	3	Đời Sống
650	Voi xuất hiện ở Hương Sơn, Hà Tĩnh.	Không có báo cáo nào nói về việc xuất hiện của voi tại Hương Sơn, Hà Tĩnh.	0	Đời Sống
651	Voi xuất hiện ở Hương Sơn, Hà Tĩnh.	Hà Tĩnh là một tỉnh thuộc vùng duyên hải miền Trung Việt Nam, nổi tiếng với cảnh quan thiên nhiên hữu tình và bề dày văn hóa lịch sử	0	Đời Sống
652	Vẫn còn vé máy bay đi Hà Nội, Đà Nẵng dịp Tết.	Vẫn còn vé máy bay đi Hà Nội, Đà Nẵng dịp Tết, vẫn còn cơ hội để bạn thưởng ngoạn những điểm đến thú vị trong kỳ nghỉ này.	3	Du Lịch
653	Vẫn còn vé máy bay đi Hà Nội, Đà Nẵng dịp Tết.	Tất cả vé máy bay đi Hà Nội, Đà Nẵng dịp Tết đã được bán hết.	0	Du Lịch
654	Vẫn còn vé máy bay đi Hà Nội, Đà Nẵng dịp Tết.	Dịp Tết là thời điểm mọi người sum họp, sum vầy và tận hưởng không khí ấm áp của gia đình.	0	Du Lịch
655	Ngân hàng Nhà nước khẳng định: Không có chuyện thu hồi tiền mới!	Ngân hàng Nhà nước tuyên bố: Không có kế hoạch thu hồi tiền mới!	3	Tài Chính
656	Ngân hàng Nhà nước khẳng định: Không có chuyện thu hồi tiền mới!	Ngân hàng Nhà nước xác nhận: Sẽ thu hồi tiền mới trong thời gian tới!	0	Tài Chính
657	Ngân hàng Nhà nước khẳng định: Không có chuyện thu hồi tiền mới!	Ngân hàng nhà nước là cơ quan trung ương có trách nhiệm quản lý và điều hành chính sách tiền tệ của quốc gia.	0	Tài Chính
658	Chủ tịch nước tặng quà các đối tượng chính sách.	Tổng thống quyết định trao tặng phần thưởng cho những cá nhân có đóng góp xuất sắc cho xã hội.	4	Chính Trị
659	Chủ tịch nước tặng quà các đối tượng chính sách.	Hội đồng quản trị đã quyết định khen thưởng những đối tượng chính sách có đóng góp lớn trong việc phát triển cộng đồng.	3	Chính Trị
660	Chủ tịch nước tặng quà các đối tượng chính sách.	Tổng thống đã từ chối việc trao tặng phần thưởng cho những cá nhân có đóng góp đáng kể cho xã hội.	0	Chính Trị
661	Ông Toan khoe khu này món gì cũng có.	Ông Toan khoe ở khu này không có món gì là không có	4	Đời Sống
662	Ông Toan khoe khu này món gì cũng có.	Trong khu vực này, có mọi thứ mà ông Toan muốn.	2	Đời Sống
663	Ông Toan khoe khu này món gì cũng có.	Ông Đinh Văn Toan, chủ nhà hàng Hải Hà, nằm sâu trong khu trang trại.	0	Đời Sống
664	Đó là những người Việt sống xa quê hương rất lâu nhưng không hề quên cội nguồn.	Những người Việt xa xứ đã lưu giữ và gìn giữ tình yêu và kí ức về quê hương một cách vững vàng.	4	Quê Hương
665	Đó là những người Việt sống xa quê hương rất lâu nhưng không hề quên cội nguồn.	Mặc dù chỉ mới sống xa quê hương trong một thời gian ngắn, nhưng một số người Việt đã hoàn toàn quên đi nguồn gốc và truyền thống của họ.	0	Quê Hương
666	Đó là những người Việt sống xa quê hương rất lâu nhưng không hề quên cội nguồn.	Quê hương của tôi nằm ở một vùng quê bình dị, nơi mà mỗi góc phố đều đong đầy kỷ niệm và nỗi nhớ thương	0	Quê Hương
667	6.500 hộ nghèo Hà Giang được hỗ trợ mua TV.	6.500 hộ gia đình nghèo ở Hà Giang được hỗ trợ để mua thiết bị truyền hình.	3	Xã Hội
668	6.500 hộ nghèo Hà Giang được hỗ trợ mua TV.	Không có hộ nghèo nào ở Hà Giang nhận được hỗ trợ để mua TV.	0	Xã Hội
669	6.500 hộ nghèo Hà Giang được hỗ trợ mua TV.	Hộ nghèo ở vùng nông thôn thường gặp khó khăn về kinh tế và điều kiện sống.	0	Xã Hội
670	Tấm bưu thiếp trị giá 600 triệu đồng.	Một tấm bưu thiếp trị giá tới 600 triệu đồng.	4	Đời Sống
671	Tấm bưu thiếp trị giá 600 triệu đồng.	Một tấm bưu thiếp trị giá 600 nghìn đồng.	2	Đời Sống
672	Tấm bưu thiếp trị giá 600 triệu đồng.	Sản xuất bưu thiếp là một ngành công nghiệp đa dạng và sáng tạo	0	Đời Sống
673	Một người sống lang thang trên lề đường mơ ước điều gì?	Một kẻ lang thang trên đường hằng mơ về điều gì?	4	Đời Sống
674	Một người sống lang thang trên lề đường mơ ước điều gì?	Một kẻ lang thang bị đánh đập trên đường	0	Đời Sống
675	Một người sống lang thang trên lề đường mơ ước điều gì?	Những con đường trên phố được làm lại rất sạch đẹp	0	Đời Sống
676	Anh Nguyễn Hữu Tâm tâm sự: "Đã hơn 10 năm nay, ngày nào tôi cũng phải chở một thùng nước 20 lít từ nơi làm về dùng cho cả nhà."	Anh Nguyễn Hữu Tâm chia sẻ: "Hơn 10 năm qua, mỗi ngày tôi đều phải mang theo một thùng nước 20 lít từ nơi làm về để sử dụng cho gia đình."	4	Đời Sống
677	Anh Nguyễn Hữu Tâm tâm sự: "Đã hơn 10 năm nay, ngày nào tôi cũng phải chở một thùng nước 20 lít từ nơi làm về dùng cho cả nhà."	Anh Nguyễn Hữu Tâm là người sống tình cảm, hòa đồng và biết chăm lo cho gia đình	1	Đời Sống
678	Anh Nguyễn Hữu Tâm tâm sự: "Đã hơn 10 năm nay, ngày nào tôi cũng phải chở một thùng nước 20 lít từ nơi làm về dùng cho cả nhà."	Tất cả các hộ gia đình sống trong khu chung cư bao gồm cả nhà anh Tâm đều có rất nhiều nước sạch để dùng	0	Đời Sống
679	TP. HCM: Triển khai xây nhà lưu trú công nhân.	TP. HCM: Bắt đầu dự án xây dựng nhà ở cho công nhân.	4	Xây Dựng
680	TP. HCM: Triển khai xây nhà lưu trú công nhân.	TP. HCM: Dừng lại việc triển khai xây dựng nhà lưu trú cho công nhân.	0	Xây Dựng
681	TP. HCM: Triển khai xây nhà lưu trú công nhân.	Công nhân là những người lao động chăm chỉ và kiên trì, góp phần quan trọng vào sự phát triển của nền kinh tế.	0	Xây Dựng
682	UB MTTQ TP. HCM đề nghị thanh tra vụ đầu nậu hưởng chênh lệch tiền đền bù đất.	UB MTTQ TP.HCM đề xuất kiểm tra vụ đầu nậu nhận chênh lệch tiền đền bù đất.	4	Chính Trị
683	UB MTTQ TP. HCM đề nghị thanh tra vụ đầu nậu hưởng chênh lệch tiền đền bù đất.	UB MTTQ TP. HCM đề nghị tăng cường tiền đền bù cho vụ đầu nậu.	1	Chính Trị
684	UB MTTQ TP. HCM đề nghị thanh tra vụ đầu nậu hưởng chênh lệch tiền đền bù đất.	Chính sách đền bù đất đã được áp dụng để giải quyết tranh chấp liên quan đến quy hoạch đô thị.	0	Chính Trị
685	Vượt qua bão phong ba bão táp, tàu vận tải đa năng Vinashin Sun (thuộc Công ty Vận tải viễn dương - Vinashinship) đã cập cảng TP. HCM.	Sau khi vượt qua nhiều khó khăn của thời tiết xấu, tàu vận tải đa năng Vinashin Sun đã đến cảng TP. HCM.	4	Vận Tải
686	Vượt qua bão phong ba bão táp, tàu vận tải đa năng Vinashin Sun (thuộc Công ty Vận tải viễn dương - Vinashinship) đã cập cảng TP. HCM.	Tàu vận tải đa năng Vinashin Sun vượt qua nhiều thử thách và khó khăn do thời tiết xấu để đến cảng TP. HCM.	3	Vận Tải
687	Vượt qua bão phong ba bão táp, tàu vận tải đa năng Vinashin Sun (thuộc Công ty Vận tải viễn dương - Vinashinship) đã cập cảng TP. HCM.	Sau khi gặp nhiều trở ngại và thời tiết bão táp, tàu vận tải đa năng Vinashin Sun không thể tiếp tục hành trình và phải quay trở lại điểm khởi hành.	0	Vận Tải
688	Hôm đầu tiên về xã nhận công tác - Tuấn kể - mình cũng không chắc sẽ ở lại lâu dài.	Ngày đầu tiên đến xã nhận công tác, Tuấn chia sẻ rằng anh cũng không biết liệu mình sẽ ở lại lâu dài hay không.	4	Đời Sống
689	Hôm đầu tiên về xã nhận công tác - Tuấn kể - mình cũng không chắc sẽ ở lại lâu dài.	Hôm đầu tiên đến xã nhận công tác, Tuấn cho biết rằng anh không có ý định rời đi sớm.	0	Đời Sống
690	Hôm đầu tiên về xã nhận công tác - Tuấn kể - mình cũng không chắc sẽ ở lại lâu dài.	Tuấn là người rất tốt bụng, thích giúp đỡ người khác	0	Đời Sống
691	Giá thuốc lại tăng và tăng.	Giá thuốc lại tăng và tiếp tục tăng.	4	Kinh Tế
692	Giá thuốc lại tăng và tăng.	Giá thuốc đang có dấu hiệu giảm mạnh	0	Kinh Tế
693	Giá thuốc lại tăng và tăng.	Một loại thuốc mới đã được phát triển để điều trị bệnh đau lưng.	0	Kinh Tế
694	Trời lạnh lành thế này nhớ Tết quê quá.	Thời tiết lạnh thế này làm tôi nhớ đến những lúc xum họp bên gia đình vào những ngày tết	4	Đời Sống
695	Trời lạnh lành thế này nhớ Tết quê quá.	Thời tiết lạnh thế này chỉ ước có cái máy sưởi	1	Đời Sống
696	Trời lạnh lành thế này nhớ Tết quê quá.	Thời tiết nóng nực làm tôi cảm thấy khó chịu	0	Đời Sống
697	Bộ trưởng Hoàng Trung Hải: Giá điện sẽ chỉ tăng vào thời điểm hợp lý.	Bộ trưởng Hoàng Trung Hải cam kết rằng việc tăng giá điện sẽ chỉ được thực hiện vào thời điểm phù hợp.	4	Kinh tế
698	Bộ trưởng Hoàng Trung Hải: Giá điện sẽ chỉ tăng vào thời điểm hợp lý.	Bộ trưởng Hoàng Trung Hải cho biết việc tăng giá điện sẽ chỉ tăng khi có lý do hợp lý.	3	Kinh tế
699	Bộ trưởng Hoàng Trung Hải: Giá điện sẽ chỉ tăng vào thời điểm hợp lý.	Bộ trưởng Hoàng Trung Hải thông báo rằng giá điện sẽ tăng giảm thất thường	0	Kinh tế
700	Dòng kênh chưa trong xanh cũng đủ để buổi chiều vẫn có chỗ cho các đôi trai gái hóng mát, những người già có chỗ tập thể dục buổi sáng.	Dòng kênh vẫn đủ trong xanh để buổi chiều là nơi lý tưởng cho các đôi trai gái hóng mát, và cũng là nơi lý tưởng cho những người già tập thể dục vào buổi sáng.	4	Môi Trường
701	Dòng kênh chưa trong xanh cũng đủ để buổi chiều vẫn có chỗ cho các đôi trai gái hóng mát, những người già có chỗ tập thể dục buổi sáng.	Dòng kênh không trong xanh đủ, buổi chiều không có chỗ cho các đôi trai gái hóng mát, và không có chỗ cho người già tập thể dục vào buổi sáng.	0	Môi Trường
702	Dòng kênh chưa trong xanh cũng đủ để buổi chiều vẫn có chỗ cho các đôi trai gái hóng mát, những người già có chỗ tập thể dục buổi sáng.	Nước ở dòng kênh này rất bẩn đôi khi bốc mùi khiến ai đi qua cũng cảm thấy sợ hãi.	1	Môi Trường
703	Những khoảnh khắc bấm máy khi ấy đã mang đến cho tôi một sự đồng cảm sâu sắc, một niềm tin lớn lao vào cuộc sống.	Trong những thời điểm chụp ảnh đó, đã đem lại cho tôi cảm giác đồng điệu sâu sắc, niềm tin mạnh mẽ vào cuộc sống.	4	Đời Sống
704	Những khoảnh khắc bấm máy khi ấy đã mang đến cho tôi một sự đồng cảm sâu sắc, một niềm tin lớn lao vào cuộc sống.	Trong những khoảnh khắc bấm máy lúc đó, không gợi lên trong tôi cảm giác hoà mình, niềm tin vững chắc vào cuộc sống.	1	Đời Sống
705	Những khoảnh khắc bấm máy khi ấy đã mang đến cho tôi một sự đồng cảm sâu sắc, một niềm tin lớn lao vào cuộc sống.	Những lúc máy bị hỏng tôi dường như không biết mình sẽ phải làm gì sau đó.	1	Đời Sống
706	Sáng ngày 17 - 9, tại hội trường TP. Hồ Chí Minh, Hội Bảo trợ bệnh nhân nghèo TP. Hồ Chí Minh đã trao 539 suất học bổng cho học sinh, sinh viên nghèo, hiếu học ở TP. Hồ Chí Minh và các tỉnh phía Nam, trong đó có 152 học sinh sinh viên khuyết tật và con em người dân tộc.	Sáng ngày 17 - 9, tại hội trường thành phố Hồ Chí Minh, Hội Bảo trợ người nghèo TP. Hồ Chí Minh đã trao 539 suất học bổng cho học sinh, sinh viên nghèo, hiếu học ở TP. Hồ Chí Minh và các tỉnh phía Nam, trong đó có 152 học sinh sinh viên khuyết tật và con em người dân tộc.	4	Đời Sống
707	Sáng ngày 17 - 9, tại hội trường TP. Hồ Chí Minh, Hội Bảo trợ bệnh nhân nghèo TP. Hồ Chí Minh đã trao 539 suất học bổng cho học sinh, sinh viên nghèo, hiếu học ở TP. Hồ Chí Minh và các tỉnh phía Nam, trong đó có 152 học sinh sinh viên khuyết tật và con em người dân tộc.	Buổi tối ngày 17 - 9, tại một nhà hàng ở TP. Hồ Chí Minh, một tổ chức từ thiện đã thu lại 539 suất quà tặng cho trẻ em và người cao tuổi nghèo ở TP. Hồ Chí Minh và các tỉnh phía Bắc, trong đó có 152 suất dành cho trẻ em khuyết tật và người cao tuổi từ các dân tộc thiểu số.	0	Đời Sống
708	Sáng ngày 17 - 9, tại hội trường TP. Hồ Chí Minh, Hội Bảo trợ bệnh nhân nghèo TP. Hồ Chí Minh đã trao 539 suất học bổng cho học sinh, sinh viên nghèo, hiếu học ở TP. Hồ Chí Minh và các tỉnh phía Nam, trong đó có 152 học sinh sinh viên khuyết tật và con em người dân tộc.	Những suất quà tặng được gửi đến tận tay các em nhỏ và người già.	1	Đời Sống
709	Cho đến ngày 17 - 9, Cục Thuế mới xác nhận khoản nợ mà công ty đã nộp là 597,3 tỉ đồng (từ năm 2000 đến tháng 6-2004).	Cho tới ngày 17 - 9, Cục Thuế vừa xác nhận số tiền nợ mà công ty đã thanh toán là 597,3 tỉ đồng (từ năm 2000 đến tháng 6-2004).	3	Pháp Luật
710	Cho đến ngày 17 - 9, Cục Thuế mới xác nhận khoản nợ mà công ty đã nộp là 597,3 tỉ đồng (từ năm 2000 đến tháng 6-2004).	Cho đến ngày 17 - 9, Cục Thuế phủ nhận số tiền nợ mà công ty đã nộp là 597,3 tỉ đồng (từ năm 2000 đến tháng 6-2004).	0	Pháp Luật
711	Cho đến ngày 17 - 9, Cục Thuế mới xác nhận khoản nợ mà công ty đã nộp là 597,3 tỉ đồng (từ năm 2000 đến tháng 6-2004).	Số tiền nợ sau đó được nộp về cho Nhà nước.	1	Pháp Luật
712	"Chỉ tính riêng mã hàng này, với lượng quota được cấp đủ, công ty tôi bảo đảm công ăn việc làm cho gần 1.500 công nhân lao động," ông Thuỷ nói.	"Công ty tôi cam kết cung cấp việc làm cho gần 1.500 công nhân lao động, chỉ tính riêng mã hàng này và với lượng quota được cấp đủ," ông Thuỷ nói.	4	Kinh Doanh
713	"Chỉ tính riêng mã hàng này, với lượng quota được cấp đủ, công ty tôi bảo đảm công ăn việc làm cho gần 1.500 công nhân lao động," ông Thuỷ nói.	"Ông Thuỷ cho biết rằng, nếu không đủ lượng quota, công ty sẽ không thể đảm bảo công ăn việc làm cho gần 1.500 công nhân lao động chỉ tính riêng mã hàng này,"	0	Kinh Doanh
714	"Chỉ tính riêng mã hàng này, với lượng quota được cấp đủ, công ty tôi bảo đảm công ăn việc làm cho gần 1.500 công nhân lao động," ông Thuỷ nói.	Với số lương hàng quá được cung cấp thì công ty có thể đảm bảo sẽ có cô việc đầy đủ cho mọi nhân viên.	2	Kinh Doanh
715	Trong vụ tiêu cực này, một mình Lê Văn Thắng chắc chắn không thể làm được mà có cả một đường dây.	Trong tình huống không lý tưởng này, Lê Văn Thắng đơn độc không thể giải quyết mà cần đến sự hỗ trợ của một nhóm.	3	Đời Sống
716	Trong vụ tiêu cực này, một mình Lê Văn Thắng chắc chắn không thể làm được mà có cả một đường dây.	Trong tình huống này, chỉ có Lê Văn Thắng mà không có sự góp mặt của đường dây nào khác.	0	Đời Sống
717	Trong vụ tiêu cực này, một mình Lê Văn Thắng chắc chắn không thể làm được mà có cả một đường dây.	Vụ ẩu đả đó đã làm cho mọi người xung quan khiếp sợ.	1	Đời Sống
718	Theo các chuyên gia, điểm "nóng" của vấn đề vệ sinh an toàn thực phẩm vẫn tập trung vào các loại thịt tươi sống, số mẫu không đạt tiêu chuẩn chiếm tỉ lệ rất cao.	Theo các chuyên gia, tình trạng chính của vấn đề vệ sinh an toàn thực phẩm vẫn tập trung vào các loại thịt tươi sống, tỉ lệ mẫu không đạt tiêu chuẩn vẫn rất cao.	4	Thực Phẩm
719	Theo các chuyên gia, điểm "nóng" của vấn đề vệ sinh an toàn thực phẩm vẫn tập trung vào các loại thịt tươi sống, số mẫu không đạt tiêu chuẩn chiếm tỉ lệ rất cao.	Theo một số chuyên gia, điểm "nóng" của vấn đề vệ sinh an toàn thực phẩm không tập trung vào các loại thịt tươi sống, và tỉ lệ mẫu không đạt tiêu chuẩn không cao.	0	Thực Phẩm
720	Theo các chuyên gia, điểm "nóng" của vấn đề vệ sinh an toàn thực phẩm vẫn tập trung vào các loại thịt tươi sống, số mẫu không đạt tiêu chuẩn chiếm tỉ lệ rất cao.	Vệ sinh an toàn thực phẩm đang là một trong những vấn đề được nhắc đến rất nhiều trong thời gian gần đây.	1	Thực Phẩm
721	Trước đó, vợ chồng ông Đặng Thành cũng đã hỗ trợ xã 24 triệu đồng làm con đường bê tông dài 126 m và tặng 40 suất học bổng cho học sinh ở xã học giỏi năm học 2004 - 2005, mỗi suất 200.000 đồng một năm.	Trước đó, ông Đặng Thành và vợ cũng đã đóng góp 24 triệu đồng để xây dựng một con đường bằng bê tông dài 126 mét và trao tặng 40 suất học bổng cho học sinh xuất sắc ở xã trong năm học 2004 - 2005, mỗi suất trị giá 200.000 đồng mỗi năm.	4	Đời Sống
722	Trước đó, vợ chồng ông Đặng Thành cũng đã hỗ trợ xã 24 triệu đồng làm con đường bê tông dài 126 m và tặng 40 suất học bổng cho học sinh ở xã học giỏi năm học 2004 - 2005, mỗi suất 200.000 đồng một năm.	Sau đó, vợ chồng ông Đặng Thành đã từ chối hỗ trợ xã với số tiền 24 triệu đồng để xây dựng một con đường bê tông dài 126 mét và không trao tặng học bổng cho học sinh ở xã học giỏi trong năm học 2004 - 2005.	0	Đời Sống
723	Trước đó, vợ chồng ông Đặng Thành cũng đã hỗ trợ xã 24 triệu đồng làm con đường bê tông dài 126 m và tặng 40 suất học bổng cho học sinh ở xã học giỏi năm học 2004 - 2005, mỗi suất 200.000 đồng một năm.	Vợ chồng ông Đặng Thành đã phá sản sau khi dự án với các đối tác bị huỷ bỏ.	1	Đời Sống
724	Tháng bảy vừa qua, nước sinh hoạt trong khu vực của quận Tân Bình, Tân Phú, và Phú Nhuận (TP. Hồ Chí Minh) bị đục nên không thể sử dụng được.	Tháng bảy gần đây, nước sinh hoạt tại khu vực quận Tân Bình, Tân Phú và Phú Nhuận (TP. Hồ Chí Minh) đã trở nên đục đẽo, khiến cho không thể sử dụng được.	4	Đời Sống
725	Tháng bảy vừa qua, nước sinh hoạt trong khu vực của quận Tân Bình, Tân Phú, và Phú Nhuận (TP. Hồ Chí Minh) bị đục nên không thể sử dụng được.	Tháng bảy vừa qua, nước sinh hoạt trong khu vực của quận Tân Bình, Tân Phú và Phú Nhuận (TP. Hồ Chí Minh) vẫn trong tình trạng sạch và dùng được.	0	Đời Sống
726	Tháng bảy vừa qua, nước sinh hoạt trong khu vực của quận Tân Bình, Tân Phú, và Phú Nhuận (TP. Hồ Chí Minh) bị đục nên không thể sử dụng được.	Nước bẩn khiến người dân không thể dùng.	2	Đời Sống
727	Trong khi đó, cơ quan công an cũng đã có giấy triệu tập thêm Nguyễn Việt Phúc, cũng là cán bộ Vụ Xuất nhập khẩu, vào TP. Hồ Chí Minh để làm việc với cơ quan điều tra.	Trong khi đó, cơ quan công an cũng đã có giấy mời thêm Nguyễn Việt Phúc, người cũng là cán bộ của Vụ Xuất nhập khẩu, đến TP. Hồ Chí Minh để làm việc với cơ quan điều tra.	4	Pháp Luật
728	Trong khi đó, cơ quan công an cũng đã có giấy triệu tập thêm Nguyễn Việt Phúc, cũng là cán bộ Vụ Xuất nhập khẩu, vào TP. Hồ Chí Minh để làm việc với cơ quan điều tra.	Cơ quan công an không triệu tập thêm Nguyễn Việt Phúc, người là cán bộ của Vụ Xuất nhập khẩu, và không yêu cầu anh ta đến TP. Hồ Chí Minh để tham gia vào cuộc điều tra.	0	Pháp Luật
729	Trong khi đó, cơ quan công an cũng đã có giấy triệu tập thêm Nguyễn Việt Phúc, cũng là cán bộ Vụ Xuất nhập khẩu, vào TP. Hồ Chí Minh để làm việc với cơ quan điều tra.	Vụ điều tra được giải quyết nhanh chóng ngay sau khi triệu tập Phúc.	2	Pháp Luật
730	Sáng 16-9-2004, công trình xây dựng cầu tạm bắc qua kênh Xáng tại xã Bình Lợi, huyện Bình Chánh, TP. Hồ Chí Minh (Công ty Công trình giao thông công chánh trúng thầu) đã được khởi công.	Sáng ngày 16-9-2004, dự án xây dựng cầu tạm qua kênh Xáng tại xã Bình Lợi, huyện Bình Chánh, TP. Hồ Chí Minh (do Công ty Công trình giao thông công chánh trúng thầu) đã bắt đầu triển khai.	4	Xây Dựng
