1	Thật kinh ngạc, 42 khối vuông hình sắc cạnh không hơn kém nhau 1 gam	Thật tuyệt vời, các khối hình đều giống nhau giống nhau một cách đáng kinh ngạc	0.7488797	Hình học
189	Sáu thường dân thiệt mạng trong giao tranh mới ở miền đông Ukraine 	9 người thiệt mạng trong giao tranh ở miền đông Ukraine	0.8445638	Tin Tức
190	Mũ bảo hiểm của Shellios Technolabs giúp người lái xe môtô bảo vệ sức khỏe khi tham gia giao thông trên những con đường đầy ắp khói bụi.	Giúp con người tham gia giao thông trên con đường đầy ắp khói bụi là mũ bảo hiểm của Shellios Technolabs	0.9250669	Khoa Học
191	Robot OceanOneK của phòng thí nghiệm Stanford Robotics có thể lặn sâu một kilomet để thu hồi cổ vật, thám hiểm xác tàu đắm và sửa chữa công trình dưới biển.	Phòng thí nghiệm Stanfort Robotics phát minh ra robot oceanonek có thể lặn sâu một kilomet để thu hồi cổ vật, thám hiểm xác tàu đắm và sửa chữa công trình dưới biển.	0.97665274	Khoa Học
192	Khoa học giúp con người phát triển về nhiều mặt của đời sống.	Con người có cuộc sống tốt hơn nhờ sự phát triển của khoa học.	0.8694649	Khoa Học
193	Ngày 20/7/1969, Armstrong trở thành người đầu tiên đặt chân xuống Mặt Trăng 	Người đầu tiên đặt chân xuống mặt trăng là Armstrong .	0.8265903	Khoa Học
194	Những hóa thạch càng cổ thì càng nằm sâu dưới các lớp đá.	Công viên hóa thạch khủng long nằm tại tỉnh Alberta của Canada được ví như một thánh địa của loài khủng long.	0.72468084	Khoa Học
195	Than đá là khoáng sản của Việt Nam	Tha đá tập chung nhiều nhất ở Quang Ninh	0.65718806	Khoa Học
196	Mặt trăng xoay quanh trái đất.	 Trái đất có 70% bề mặt là nước .	0.6660942	Khoa Học
197	Vaccin covid là một phát minh lớn giúp con người thoát khỏi sự diệt vong do covid gây ra.	Vaccine Pfizer (BNT162b2) là một trong số những ứng cử viên hứa hẹn nhất trong “cuộc đua” sản xuất vắc xin phòng đại dịch Covid-19.	0.75295544	Khoa Học
198	Phát hiện trứng khủng long chứa pha lê tại Trung Quốc.	Tiêm vắc-xin phòng chống cúm bắt đầu vào những năm 1930 với quy mô lớn ở Hoa Kỳ bắt đầu vào năm 1945.	0.6287285	Khoa Học
199	Zuckerberg cho ra đời Facebook trong phòng ký túc xá của mình tại Đại học Harvard vào ngày 4 tháng 2 năm 2004.	Vịnh Hạ Long là một vịnh nhỏ thuộc phần bờ tây vịnh Bắc Bộ tại khu vực biển Đông Bắc Việt Nam, bao gồm vùng biển đảo của thành phố Hạ Long thuộc tỉnh Quảng Ninh.	0.6698977	Khoa Học
200	Người lái đò Sông Đà là bài tuỳ bút được in trong tập Sông Đà (1960) của Nguyễn Tuân.	“Người lái đò sông Đà” là một trong 15 bài tùy bút trong tập tùy bút “Sông Đà” của nhà văn Nguyễn Tuân, được sáng tác năm 1960.	0.8914776	Văn Học
201	Ai đã đặt tên cho dòng sông ? là bài bút kí xuất sắc, viết tại Huế, ngày 4-1-1981, in trong tập sách cùng tên.	“Ai đã đặt tên cho dòng sông?” là bài bút kí xuất sắc được Hoàng Phủ Ngọc Tường viết tại Huế ngày 4-1-1981, in trong tập sách cùng tên.	0.9550902	Văn Học
202	Với một số hiểu biết về bệnh tật thu được trong nghề rao thuốc dạo, hắn chữa khỏi bệnh cho cụ cố và được tâng bốc là sinh viên trường thuốc rồi quan “đốc-tờ”.	Xuân được cụ cố khen là biết nhiều về y lí và nhân đó Văn Minh giới thiệu Xuân tóc đỏ là sinh viên trường thuốc và từ đó nghiễm nhiên trở thành quan Đốc.	0.89669967	Văn Học
203	Truyện ngắn Làng của Kim Lân đã xây dựng thành công hình ảnh nhân vật ông Hai - một người nông dân chân chất nhưng mang nặng tình yêu làng và lòng yêu quê hương, có tinh thần kháng chiến mạnh mẽ.	Tình yêu làng và lòng yêu nước, tinh thần kháng chiến của người nông dân phải rời làng đi tản cư đã được thể hiện chân thực, sâu sắc và cảm động ở nhân vật ông Hai trong truyện Làng.	0.92168427	Văn Học
204	Bây giờ Liên vội vàng vào thắp đèn, xếp những quả sơn đen lại, trong lúc An đi tìm then để cài cửa cho chắc chắn.	Liên đếm lại những phong thuốc lào, xếp vào hòm các bánh xà phòng còn lại, vừa lẩm nhẩm tính tiền hàng.	0.8367287	Văn Học
205	Xuân Tóc Ðỏ đứng cầm mũ nghiêm trang một chỗ, bên cạnh ông Phán mọc sừng.	Xuân Tóc Ðỏ muốn bỏ quách ra chợt thấy ông Phán dúi vào tay nó một cái giấy bạc năm đồng gấp tư... 	0.69374263	Văn Học
206	Với bé Thu, chiếc lược ngà là kỉ vật của người cha, là tình cảm yêu mến nhớ thương của người cha chiến sĩ nơi chiến khu dành cho mình.	Anh Sáu vẫn ngồi im, giả vờ không nghe, chờ nó gọi "ba vô ăn cơm ".	0.61190784	Văn Học
207	Xuân Quỳnh là một trong những nhà thơ tiêu biểu của nền văn học Việt Nam hiện đại.	Tây Tiến là bài thơ tiêu biểu cho đời thơ Quang Dũng, thể hiện sâu sắc phong cách nghệ thuật của nhà thơ, được in trong tập Mây đầu ô.	0.8526615	Văn Học
208	Ðiều băn khoăn của con cụ, ông Văn Minh, chỉ là mời luật sư đến chứng kiến cái chết của ông nội mà thôi.	HLV Park Hang-seo đã gọi khá nhiều tân binh và tuyển thủ U23 Việt Nam cho giải giao hữu lần này, song lựa chọn của ông sẽ là hai gương mặt 'mới mà cũ'.	0.7384918	Văn Học
209	Đất nước là một thi phẩm xuất sắc, tiêu biểu nhất cho sự nghiệp thơ ca của Nguyễn Đình Thi.	Rafael Nadal vẫn còn rất nhiều cơ hội vượt qua Carlos Alcaraz chiếm ngôi số 1 thế giới, còn Novak Djokovic đang đứng trước nguy cơ không được tham dự ATP Finals 2022.	0.59053993	Văn Học
210	Năm 2018, Á Quân của giải U23 Châu Á là U23 Việt Nam	U23 Việt Nam giành Á Quân giải U23 Châu Á vào năm 2018	0.8622545	Thể Thao
211	Không có nền tảng sức khỏe tốt nghĩa là đối mặt với cả một núi khó khăn trong bóng đá.	Những người không có nền tảng sức khỏe tốt sẽ gặp rất nhiều khó khăn trong bóng đá.	0.8064215	Thể Thao
212	Thể thao là một quá trình hoạt động nhằm tác động có chủ đích, có tổ chức theo những nhu cầu, lợi ích của con người	Thể thao là hoạt động thể chất hay kỹ năng dành cho mục đích giải trí, thi đấu,rèn luyện bản thân, tăng cường sức khỏe	0.8403685	Thể Thao
213	Phải thừa nhận vận động viên là những người cần cù siêng năng, chịu khó.	Vận động viên có nhiều đức tính tốt như chăm chỉ, kiên trì và vượt qua các khó khăn trong sự nghiệp.	0.8219638	Thể Thao
214	Bóng rổ là 1 môn thi đấu đối kháng trực tiếp giữa hai đội bóng	Mục tiêu của trò chơi bóng rổ là đưa bóng vào rổ đối phương đồng thời hạn chế đối thủ ném bóng vào rổ	0.7842772	Thể Thao
215	Trượt ván  là bộ môn thể thao hành động bao gồm việc người trượt sẽ di chuyển và biểu diễn các kỹ thuật tương tác trên chiếc ván trượt	Trượt ván là một hoạt động giải trí, một hình thức nghệ thuật, một nghề nghiệp trong ngành công nghiệp giải trí và là một cách thức di chuyển.	0.8197039	Thể Thao
216	Bóng đá là môn thể thao đồng đội được chơi với quả bóng hình cầu giữa hai đội với 11 cầu thủ mỗi bên	Ngày hội thể thao bóng đá lớn nhất sẽ được tổ chức vào tháng 11 năm 2022	0.7187311	Thể Thao
217	Để có thể khoẻ mạnh chúng ta cần thường xuyên chơi thể thao	Đá bóng giúp ta nâng cao thể lực bản thân	0.81020343	Thể Thao
218	Bóng đá Việt Nam bây giờ ngày càng phát triển	Chơi thể thao giúp cho con người rèn luyện sức khoẻ	0.67138904	Thể Thao
219	Việt Nam đã thành công trong việc chuẩn bị Sea Games 31	Bóng chuyền là một trong những môn thể thao phụ thuộc rất nhiều vào chiều cao	0.5856821	Thể Thao
220	Dormund được đánh giá mạnh hơn trước Mu trong trận đại chiến	Dormund được nhận định là kèo trên trong trận đại chiến với Mu	0.9088232	Thể Thao
221	Bước tiến đầu tiên của USA ở bang Califonia sau đợt phản công của quân đội Đức	Mỹ đạt được thành công đầu tiên ở tỉnh Califonia	0.84131694	Chiến Tranh
222	Thái Bình: Sét đánh 5 người thiệt mạng trong 1 ngày	thảm họa thiên nhiên cụ thể là lôi sét khiến nhiều người thiệt mạng tại Việt Nam	0.632761	Tin Tức
223	Dự báo thị trường xuất khẩu dệt may 4 tháng cuối năm và năm 2023 khá trầm lắng	Thị trường xuất khẩu dệt may khá trầm vào cuối năm	0.91894364	Thị Trường
224	Giá xăng dầu giảm mạnh trong sáng ngày 21/9	Giá vàng ngày 20/9 :Giá vàng thế giới và trong nước giảm nhẹ	0.8338281	Tin Tức
225	Giá lúa gạo ngày 20/9 : dầu thô trong nước tăng 100đ/1L	Giá lúa gạo ngày 20/9 : Giá gạo trong nước giảm nhẹ	0.8485284	Thị Trường
226	học giỏi toán giúp ích rất lớn cho lập trình 	Đoàn thể thao Olympic toán Việt Nam đạt giải	0.64326954	Khoa Học
227	Miền Bắc đón không khí lạnh đầu tiên	Thời tiết miền bắc thay đổi để chuẩn bị chuyển đông	0.6738589	Tin Tức
228	Đã có 24 người mất mạng tại vụ cháy karaoke bình dương	Đội các siêu sao Dormund đã có mặt tại Việt Nam	0.60017085	Tin Tức
229	Di dân các tỉnh miền Trung để tránh siêu bão noru	Đội tuyển Việt Nam thắng đậm singapore trong trận giao hữu	0.5616915	Tin Tức
230	Đi đâu không quan trọng, quan trọng là được đi cùng nhau.	Du lịch cùng nhau để có những khoảnh khắc đáng nhớ cùng nhau.	0.750924	Tin Tức
231	Ai cũng phải đu di lịch để học hỏi.	Cách sống hướng ngoại mà một chuyến du lịch có thể dạy bạn.  	0.68407726	Tin Tức
232	Không gì giúp phát triển trí thông minh như là đi du lịch	Ai cũng phải đu di lịch để học hỏi	0.6357712	Tin Tức
233	Kỳ tích sẽ xuất hiện từ sự chinh phục khó khăn	Khó khăn không trường tồn, chỉ có con người cứng rắn trường tồn.	0.7114092	Tin Tức
234	Du lịch đem lại nhận thức bảo vệ môi trường và động vật	 Việc đi du lịch giúp bạn thấu hiểu bản thân	0.7288349	Tin Tức
235	du lịch làm ta cảm thấy yêu thương những sinh mệnh xung quanh	Đi đó đây là ta mở mang đầu óc 	0.64596343	Tin Tức
236	du lịch là một cách xả stress tốt nhất	Ai được đi nhiều nơi suy nghĩ của họ sẽ rất khác	0.7139752	Tin Tức
237	để có tâm trạng thoải mái chúng ta nên đi nhiều nơi	Đi xa giúp ta thay đổi cách nhìn về thế giới	0.7477714	Tin Tức
238	Đi nhiều nơi giúp ta mở mang thêm kiến thức 	Dubai là một đất nước nên tới để du lịch	0.65624136	Tin Tức
239	Việt nam có nhiều địa điểm du lịch thú vị	Việt nam có nhiều danh lam thắng cảnh đẹp 	0.8609122	Tin Tức
240	Sự thông minh là khả năng thích ứng với những thay đổi.	Thích ứng với nhũng thay đổi là khả năng của sự thông minh.	0.90966314	Khoa Học
241	Động cơ hoạt động được nhờ có nhiên liệu.	Nhiên liệu giúp động cơ hoạt động.	0.7380681	Khoa Học
242	Xã hội tồn tại nhờ niềm tin, và phát triển nhờ khoa học.	Niềm tin và phát triển của khoa học là 1 trong những điều để xã hội tồn tại.	0.839825	Khoa Học
243	Hạt giống khoa học nẩy mầm là để nhân dân thu hoạch.	Nhân dân được hưởng nhiều cái từ công nghệ khi hạt giống khoa học nẩy mâm phát triển.	0.8651802	Khoa Học
244	Sự xuất hiện của cá voi xanh đem lại hi vọng phục hồi loài động vật to lớn này.	Các nhà khoa học đã đếm được 58 con cá voi xanh ở khu vực, đem lại hi vọng phục hồi loài động vật to lớn này.	0.91363704	Khoa Học
245	Một phát hiện hài hước và kỳ lạ khác của năm 2020 là việc bạch tuộc đôi khi biết dùng xúc tu để "đấm" vào đầu cá.	Những con bạch tuộc xanh lớn (Octopus cyanea) thường liên kết với cá để tìm thức ăn. Nhưng đôi khi không hài lòng với những con cá đó hoặc không muốn chia sẻ thức ăn cùng săn được, chúng sử dụng "chuyển động một xúc tu cực nhanh" để tạo ra một cú đánh thẳng vào đầu con cá.	0.83744854	Khoa Học
246	NASA muốn có thêm tàu chở người tới Mặt Trăng	NASA sẽ phóng tên lửa chở tàu vũ trụ không người lái tới quỹ đạo Mặt Trăng cuối tháng 9 nếu thử nghiệm đổ nhiên liệu diễn ra thành công.	0.7763836	Khoa Học
247	Máy ảnh Năng lượng tối (DECam) chụp được bức ảnh tuyệt đẹp về một vùng hình thành sao cách Trái Đất 8.000 năm ánh sáng.	Kính viễn vọng James Webb cung cấp quan sát mới về tinh vân Orion, tiết lộ quá trình hình thành sao cách xa 1.350 năm ánh sáng. 	0.76719004	Khoa Học
248	Các chuyên gia thu thập dữ liệu hội thoại để dạy robot cười đúng kiểu và đúng lúc, giúp cuộc trò chuyện với người trở nên tự nhiên hơn.	NASA có kế hoạch bổ sung ít nhất một tàu chở phi hành đoàn hạ cánh xuống cực nam của Mặt Trăng trong chương trình Artemis.	0.7501	Khoa Học
249	Đời sống tình dục của bọ cạp táo bón, vịt con đi theo hàng, nai sừng tấm cao su, là những vật truyền cảm hứng cho các nhà nghiên cứu thắng giải Ig Nobel năm nay.	Cá sấu mẹ bị mất một chân cố gắng chăm sóc đàn con bằng cách xây tổ bảo vệ và mang chúng tới mép nước để tránh động vật ăn thịt. 	0.78477633	Khoa Học
250	Messi là cầu thủ rất khéo léo	Không ai có thể đi bóng dẻo như Messi	0.7355892	Thể Thao
251	Messi là cầu thủ xuất sắc nhất từ trước đến nay	Không ai có thể chơi bóng giỏi như Messi	0.73638767	Thể Thao
252	Bóng đá được chơi với bàn chân nóng và cái đầu lạnh	Bóng đá không chỉ chơi bằng đôi chân, hãy chơi bằng cả trái tim của bạn	0.69749165	Thể Thao
253	Bóng đá là môn thể thao được yêu thích nhất trên thế giới	Tất cả mọi người đều đam mê bóng đá	0.80184716	Thể Thao
254	Bóng đá không phải một trò chơi – đó là lối sống	Bóng đá được cấu thành từ máu, mồ hôi, và những giọt nước mắt	0.53596103	Thể Thao
255	Cuộc sống giống như bóng đá, chúng ta cần mục tiêu	Không đam mê… Bạn sẽ không bao giờ chơi được bóng đá	0.67904484	Thể Thao
256	Đội bóng của bạn chính là gia đình thứ hai của bạn	Bóng đá là 5% tài năng và 95% luyện tập	0.57128835	Thể Thao
257	Ghi bàn trong bất kỳ trận đấu nào luôn là khoảnh khắc hạnh phúc nhất	Những vết sẹo từ bóng đá là những vết sẹo đẹp	0.69937027	Thể Thao
258	Camp Nou là sân vận động tọa lạc tại thành phố Barcelona	Bugatti Chiron là một trong những chiếc xe nhanh nhất thế giới	0.5285726	Thể Thao
259	Maradona là một trong những cầu thủ xuất sắc nhất trong lịch sử bóng đá thế giới	Nam Định là một trong những tỉnh nghèo	0.6464802	Thể Thao
260	Có nhiều học sinh thích môn tin học.	Môn tin học được khá nhiều học sinh yêu thích.	0.88555783	Công Nghệ Thông Tin
261	Học sinh nào rồi cũng phải học qua tin học.	Đã là học sinh ai cũng phải học qua tin học.  	0.9310037	Công Nghệ Thông Tin
262	Lập trình cần một bộ óc thông minh.	Những người thông minh thường có tư duy lập trình tốt.	0.786595	Công Nghệ Thông Tin
263	Máy tính là thiết bị không thể thiếu với dân IT.	Máy tính là một thiết bị thông minh do con người lập trình.	0.7503345	Công Nghệ Thông Tin
264	Công nghệ thông tin là một ngành không thể thiếu trong đời sống.	Cách đây 10 năm ngành công nghệ thông tin còn kém phát triển.	0.7949443	Công Nghệ Thông Tin
265	Trí tuệ nhân tạo sẽ thay thế con người trong tương lai.	Trong một tương lai không xa máy móc sẽ thay thế con người.	0.8265741	Công Nghệ Thông Tin
266	Học giỏi toán sẽ rất có ích cho lập trình.	Đoàn thể thao Olympic Toán của Việt Nam đã đoạt giải nhất.	0.6304318	Công Nghệ Thông Tin
267	Ngôn ngữ lập trình rất đa dạng.	Để lập trình chúng ta phải thành thạo nhiều kỹ năng.	0.8020173	Công Nghệ Thông Tin
268	Ấn Độ là một đất nước rất phát triển về lập trình.	Hiện nay có rất nhiều hệ điều hành.	0.68330735	Công Nghệ Thông Tin
269	Ngành Công Nghệ Thông Tin hiện nay đang rất hot	Đoàn thể thao Olympic Toán của Việt Nam đã đoạt nhiều HCV	0.55239785	Công Nghệ Thông Tin
270	Nhiều người thích môn tin học.	Môn tin học được khá nhiều người yêu thích.	0.7911203	Công Nghệ Thông Tin
271	Nhân viên văn phòng nào rồi cũng phải học qua tin học.	Đã là nhân viên văn phòng ai cũng phải học qua tin học.  	0.9639604	Công Nghệ Thông Tin
272	Lập trình cần một tư duy nhạy tốt.	Những người giỏi thường có tư duy lập trình tốt.	0.8442518	Công Nghệ Thông Tin
273	Máy tính là thiết bị rất quan trọng với dân IT.	Máy tính là một thiết bị hỗ trợ do con người lập trình.	0.81381196	Công Nghệ Thông Tin
274	Công nghệ thông tin là một ngành xu hướng trong tương lai.	Cách đây 10 năm ngành công nghệ thông tin còn kém phát triển.	0.8181969	Công Nghệ Thông Tin
275	Trí tuệ nhân tạo sẽ thay thế con người trong tương lai.	Trong một tương lai không xa máy móc sẽ thay thế con người.	0.8265741	Công Nghệ Thông Tin
276	Giỏi toán sẽ rất có ích cho lập trình.	Đoàn thể thao Olympic Toán của Việt Nam đã đoạt giải nhất.	0.6403823	Công Nghệ Thông Tin
277	Ngôn ngữ lập trình rất đa dạng.	Để lập trình chúng ta phải thành thạo nhiều kỹ năng.	0.8020173	Công Nghệ Thông Tin
278	Phương Tây là một nơi rất phát triển về lập trình.	Hiện nay có rất nhiều hệ điều hành do các nước tạo ra.	0.7306776	Công Nghệ Thông Tin
279	Ngành Công Nghệ Thông Tin hiện nay đang rất hot	Hiện nay nhiều người đổ xô theo học lập trình.	0.5806959	Công Nghệ Thông Tin
280	Năm 2018, Á Quân của giải U23 Châu Á là U23 Việt Nam	U23 Việt Nam giành Á Quân giải U23 Châu Á vào năm 2018	0.8622545	Thể Thao
281	Không có nền tảng sức khỏe tốt nghĩa là đối mặt với cả một núi khó khăn trong bóng đá.	Những người không có nền tảng sức khỏe tốt sẽ gặp rất nhiều khó khăn trong bóng đá.	0.8064215	Thể Thao
282	Ấn Độ: Sét đánh 21 người thiệt mạng trong 1 ngày	thảm họa thiên nhiên cụ thể là lôi sét khiến nhiều người thiệt mạng tại ấn độ	0.69778264	Tin Tức
283	Dự báo thị trường xuất khẩu dệt may 4 tháng cuối năm và năm 2023 khá trầm lắng	Thị trường xuất khẩu dệt may khá trầm vào cuối năm	0.91894364	Thị Trường
284	Du lịch đem lại nhận thức bảo vệ môi trường và động vật	 Việc đi du lịch giúp bạn thấu hiểu bản thân	0.7288349	Tin Tức
285	du lịch làm ta cảm thấy yêu thương những sinh mệnh xung quanh	Đi đó đây là ta mở mang đầu óc 	0.64596343	Tin Tức
286	Đất rừng phương nam là một trong những tác phẩm của Đoàn Giỏi.	Đoàn Giỏi thường viết về cuộc sống, thiên nhiên và con người ở Nam Bộ.	0.75099003	Văn Học
287	Số đỏ là một tiểu thuyết văn học của nhà văn Vũ Trọng Phụng.	Vũ Trọng Phụng là một nhà báo, nhà văn nổi tiếng ở Việt Nam vào đầu thế kỷ 20.	0.7899083	Văn Học
288	Đã có 24 người mất mạng tại vụ cháy karaoke bình dương	Đội các siêu sao Dormund đã có mặt tại Việt Nam	0.60017085	Văn Học
289	Di dân các tỉnh miền Trung để tránh siêu bão noru	Đội tuyển Việt Nam thắng đậm singapore trong trận giao hữu	0.5616915	Thể Thao
290	Tác phẩm Chí phèo là một kiệt tác được Nam Cao viết vào năm 1941. 	Trong năm 1941, Nam Cao đã viết được kiệt tác Chí Phèo.	0.821126	Văn Học
291	Nam Cao là người có tấm lòng thật đôn hậu, chán chứa yêu thương.	Nam Cao có tấm lòng nhân hậu và giàu tình thương.	0.8750148	Văn Học
292	Nam Cao là tấm gương cao đẹp của một nhà văn chân chính.	Qua tác phẩm Chí Phèo, nhà văn Nam Cao đã khẳng định được tài năng của mình.	0.82480896	Văn Học
293	Chí Phèo là kết tinh những thành công của Nam Cao trong đề tài nông dân.	Chí Phèo là tác phẩm phản ánh hình ảnh người nông dân bị đè nén, bóc lột.	0.81732744	Văn Học
294	Chí Phèo là một truyện ngắn nói về người nông dân nghèo xã hội cũ.	Những ngày thơ ấu là tác phẩm truyện ngắn của tác giả Nguyên Hồng.	0.7341311	Văn Học
295	Dế mèn phiêu lưu ký của tác giả Tô Hoài được các bạn nhỏ yêu thích.	Tác phẩm Số Đỏ đã lên án gay gắt cái xã hội tư sản thành thị Việt Nam đương thời.	0.6946074	Văn Học
296	Đất rừng phương nam là một trong những tác phẩm của Đoàn Giỏi.	Đoàn Giỏi thường viết về cuộc sống, thiên nhiên và con người ở Nam Bộ.	0.75099003	Văn Học
297	Số đỏ là một tiểu thuyết văn học của nhà văn Vũ Trọng Phụng.	Vũ Trọng Phụng là một nhà báo, nhà văn nổi tiếng ở Việt Nam vào đầu thế kỷ 20.	0.7899083	Văn Học
298	Chí Phèo thuộc thể loại truyện ngắn.	Nhớ rừng là tác phẩm tiêu biểu cho phong trào thơ mới.	0.6711753	Văn Học
299	Truyện Kiều gồm 3254 câu thơ theo thể lục bát.	Tắt đèn của Ngô Tất Tố là một tác phẩm văn học hiện thực phê phán.	0.7062051	Văn Học
300	“ Đi vào tầm này mới có nhiều chim, vả lại giờ này mấy tay kiểm lâm không còn lượn lờ nữa – Ông H . kể - Hôm qua mấy thằng ở khu dưới bẫy chim xong không cất lưới bị kiểm lâm thu sạch, thế là mất toi mấy trăm  ngàn bạc ”	“ Đi vào tầm này mới có nhiều chim, vả lại giờ này mấy tay kiểm lâm không còn lượn lờ nữa – Ông H . kể - Hôm qua mấy thằng ở khu dưới bẫy chim xong không cất lưới bị kiểm lâm thu sạch, thế là mất toi mấy trăm  ngàn bạc ”	1.0	Tin Tức
301	Hà Nội chỉnh trang đường phố chuẩn bị Sea Games 31	Người dân Hà Nội dọn dẹp vệ sinh môi trường chào đón Sea Games 31	0.8124165	Thể Thao
302	Việt Nam đã xuất sắc dành được Á Quân tại giải U23 Châu Á năm 2018	Năm 2018 thật tuyệt vời khi đội tuyển U23 Việt Nam dành Á Quân  tại giải U23 Châu Á	0.90312564	Thể Thao
303	Thể thao là hoạt động thể chất hay kỹ năng dành cho mục đích giải trí, thi đấu,rèn luyện bản thân, tăng cường sức khỏe	Để có một cơ thể khoẻ mạnh chúng ta cần phải rèn luyện thể thao thường xuyên	0.8035833	Thể Thao
304	Các vận động viên Việt Nam có một tinh thần thép	Để có thể lên tuyển thi đấu các vận động viên cần phải có tinh thần vững chắc không ngại khó khắn 	0.7906107	Thể Thao
305	Bóng rổ là 1 môn thi đấu đối kháng trực tiếp giữa hai đội bóng	Mục tiêu của trò chơi bóng rổ là đưa bóng vào rổ đối phương đồng thời hạn chế đối thủ ném bóng vào rổ	0.7842772	Thể Thao
306	Cầu lông là môn thể thao dùng vợt thi đấu giữa 2 người hoặc 4 người	Cầu lông được ra mắt chính thức vào năm 1873 tại Badminton House, Gloucestershire.	0.56515276	Thể Thao
307	Bóng đá là môn thể thao đồng đội được chơi với quả bóng hình cầu giữa hai đội với 11 cầu thủ mỗi bên	Ngày hội thể thao bóng đá lớn nhất sẽ được tổ chức vào tháng 11 năm 2022	0.7187311	Thể Thao
308	Để có thể khoẻ mạnh chúng ta cần thường xuyên chơi thể thao	Đá bóng giúp ta nâng cao thể lực bản thân	0.81020343	Thể Thao
309	Bóng đá Việt Nam bây giờ ngày càng phát triển	Chơi thể thao giúp cho con người rèn luyện sức khoẻ	0.67138904	Thể Thao
310	Việt Nam đã thành công trong việc chuẩn bị Sea Games 31	Bóng chuyền là một trong những môn thể thao phụ thuộc rất nhiều vào chiều cao	0.5856821	Thể Thao
311	Lào, Campuchia và Việt Nam là 3 nước anh em rất khăng khít	3 nước anh em rất khăng khít là Lào, Campuchia và Việt Nam.	0.8768488	Tin Tức
312	Nam Định là 1 trong những thành phố đáng sống.	Những thành phố đáng sống trong đó có Nam Định.	0.84122366	Tin Tức
313	Tình hình giữa 2 nước Nga và Ukraina đang rất căng thẳng.	Sự căng thẳng giữa Nga và Ukraina chưa có chuyển biến tích cực.	0.8276641	Tin Tức
314	Dự báo thị trường xuất khẩu dệt may 4 tháng cuối năm và năm 2023 khá trầm lắng	Thị trường xuất khẩu dệt may khá trầm vào cuối năm	0.91894364	Tin Tức
315	Du lịch đem lại nhận thức bảo vệ môi trường và động vật	Việc đi du lịch giúp bạn thấu hiểu bản thân	0.7288349	Du Lịch
316	du lịch làm ta cảm thấy yêu thương những sinh mệnh xung quanh	Đi đó đây là ta mở mang đầu óc 	0.64596343	Du Lịch
317	Cát Bà là 1 trong những địa điểm du lịch rất hấp dẫn.	Ra Cát Bà phải đi thuyền hoặc phà.	0.57720864	Du Lịch
318	Hôm nay có vẻ nóng nên phải mặc áo chống nắng.	Trời nắng thế này được ngồi trong điều hòa là thích nhất.	0.72919846	Tin Tức
319	Dịch Covid đang có xu hướng quay trở lại.	Thời điểm này rất thích hợp để đi du lịch.	0.66348386	Tin Tức
320	Di dân các tỉnh miền Trung để tránh siêu bão noru	Đội tuyển Việt Nam thắng đậm singapore trong trận giao hữu	0.5616915	Tin Tức
321	MU nhận tin cực vui trước trận đại chiến Man City	MU có dấu hiệu tốt trước trận đấu với Mancity	0.8652872	Tin Tức
322	Bước tiến đầu tiên của Nga ở  tỉnh Kharkiv sau đợt phản công của quân đội Ukraina	Nga đạt được thành công đầu tiên ở tỉnh Kharkiv	0.85154194	Tin Tức
323	Ấn Độ: Sét đánh 21 người thiệt mạng trong 1 ngày	Sét đánh thiệt mạng rất nhiều người ở Ấn Độ	0.8329573	Tin Tức
324	Dự báo thị thời tiết cuối tuần này sẽ nắng và tuần tiếp theo trời lại nồm đến hết tuần	Cuối tuần này trời nắng nhẹ	0.7688261	Tin Tức
325	Giá vàng sáng 21/9 giảm 100 nghìn đồng/1 lượng	Giá xăng dầu ngày 21/9 đang giảm	0.7963064	Tin Tức
326	Giá lúa gạo ngày 20/9 : Gạo xuất khẩu tăng thị trường trong nước sôi động	Giá vàng ngày 20/9 :Giá vàng thế giới và trong nước giảm nhẹ	0.80673057	Tin Tức
327	Hà Nội:Mưa lớn khiến nhiều tuyến phố ngập,cây đổ đè oto	Dự báo thời tiết mưa lớn	0.56890684	Tin Tức
328	Miền Bắc đón không khí lạnh đầu tiên	Thời tiết bắt đầu trở lạnh từ hôm nay	0.72994554	Tin Tức
329	Đã có 71 người thoát khỏi casino ở Campuchia	Cháy lớn tại toà nhà viễn thông Trung Quốc	0.6096828	Tin Tức
330	Thời tiết cuối tuần nhiều nơi mưa to	Đề nghị Hà Nội dừng cafe đường tàu 	0.4440232	Tin Tức
331	Nam thanh niên đi bộ vào tiệm vàng Kim Huyền, đập vỡ tủ kính, vơ nữ trang ném ra đường.	Tại tiệm vàng Kim Huyền nam thanh niên đập vỡ tủ kính ném trang sức ra đường.	0.9212519	Tin Tức
332	Ngày 2/11/2016, người chồng trình báo Papini mất tích.	Papini mất tích ngày 2//11/2016 do người trồng trình báo.	0.777408	Tin Tức
333	Lý Hải làm phim hành động khó trăm bề.	Lý do Lý Hải làm phim hành động gặp khó khăn.	0.8179767	Phim Ảnh
334	Những lý do khiến phim hành động  Việt nam yếu thế trong nước.	Vì thiếu kinh phí nên phim hành động Việt Nam không được khán giả trong nước ủng hộ nhiều. 	0.8234573	Phim Ảnh
335	Sư tử biển suýt làm lật thuyền vì trốn cá voi sát thủ.	Sư tư biển có thể nặng tới 300kg.	0.6890116	Tin Tức
